"code","iso","country","FGP.raw.1750","FGP.raw.1751","FGP.raw.1752","FGP.raw.1753","FGP.raw.1754","FGP.raw.1755","FGP.raw.1756","FGP.raw.1757","FGP.raw.1758","FGP.raw.1759","FGP.raw.1760","FGP.raw.1761","FGP.raw.1762","FGP.raw.1763","FGP.raw.1764","FGP.raw.1765","FGP.raw.1766","FGP.raw.1767","FGP.raw.1768","FGP.raw.1769","FGP.raw.1770","FGP.raw.1771","FGP.raw.1772","FGP.raw.1773","FGP.raw.1774","FGP.raw.1775","FGP.raw.1776","FGP.raw.1777","FGP.raw.1778","FGP.raw.1779","FGP.raw.1780","FGP.raw.1781","FGP.raw.1782","FGP.raw.1783","FGP.raw.1784","FGP.raw.1785","FGP.raw.1786","FGP.raw.1787","FGP.raw.1788","FGP.raw.1789","FGP.raw.1790","FGP.raw.1791","FGP.raw.1792","FGP.raw.1793","FGP.raw.1794","FGP.raw.1795","FGP.raw.1796","FGP.raw.1797","FGP.raw.1798","FGP.raw.1799","FGP.raw.1800","FGP.raw.1801","FGP.raw.1802","FGP.raw.1803","FGP.raw.1804","FGP.raw.1805","FGP.raw.1806","FGP.raw.1807","FGP.raw.1808","FGP.raw.1809","FGP.raw.1810","FGP.raw.1811","FGP.raw.1812","FGP.raw.1813","FGP.raw.1814","FGP.raw.1815","FGP.raw.1816","FGP.raw.1817","FGP.raw.1818","FGP.raw.1819","FGP.raw.1820","FGP.raw.1821","FGP.raw.1822","FGP.raw.1823","FGP.raw.1824","FGP.raw.1825","FGP.raw.1826","FGP.raw.1827","FGP.raw.1828","FGP.raw.1829","FGP.raw.1830","FGP.raw.1831","FGP.raw.1832","FGP.raw.1833","FGP.raw.1834","FGP.raw.1835","FGP.raw.1836","FGP.raw.1837","FGP.raw.1838","FGP.raw.1839","FGP.raw.1840","FGP.raw.1841","FGP.raw.1842","FGP.raw.1843","FGP.raw.1844","FGP.raw.1845","FGP.raw.1846","FGP.raw.1847","FGP.raw.1848","FGP.raw.1849","FGP.raw.1850","FGP.raw.1851","FGP.raw.1852","FGP.raw.1853","FGP.raw.1854","FGP.raw.1855","FGP.raw.1856","FGP.raw.1857","FGP.raw.1858","FGP.raw.1859","FGP.raw.1860","FGP.raw.1861","FGP.raw.1862","FGP.raw.1863","FGP.raw.1864","FGP.raw.1865","FGP.raw.1866","FGP.raw.1867","FGP.raw.1868","FGP.raw.1869","FGP.raw.1870","FGP.raw.1871","FGP.raw.1872","FGP.raw.1873","FGP.raw.1874","FGP.raw.1875","FGP.raw.1876","FGP.raw.1877","FGP.raw.1878","FGP.raw.1879","FGP.raw.1880","FGP.raw.1881","FGP.raw.1882","FGP.raw.1883","FGP.raw.1884","FGP.raw.1885","FGP.raw.1886","FGP.raw.1887","FGP.raw.1888","FGP.raw.1889","FGP.raw.1890","FGP.raw.1891","FGP.raw.1892","FGP.raw.1893","FGP.raw.1894","FGP.raw.1895","FGP.raw.1896","FGP.raw.1897","FGP.raw.1898","FGP.raw.1899","FGP.raw.1900","FGP.raw.1901","FGP.raw.1902","FGP.raw.1903","FGP.raw.1904","FGP.raw.1905","FGP.raw.1906","FGP.raw.1907","FGP.raw.1908","FGP.raw.1909","FGP.raw.1910","FGP.raw.1911","FGP.raw.1912","FGP.raw.1913","FGP.raw.1914","FGP.raw.1915","FGP.raw.1916","FGP.raw.1917","FGP.raw.1918","FGP.raw.1919","FGP.raw.1920","FGP.raw.1921","FGP.raw.1922","FGP.raw.1923","FGP.raw.1924","FGP.raw.1925","FGP.raw.1926","FGP.raw.1927","FGP.raw.1928","FGP.raw.1929","FGP.raw.1930","FGP.raw.1931","FGP.raw.1932","FGP.raw.1933","FGP.raw.1934","FGP.raw.1935","FGP.raw.1936","FGP.raw.1937","FGP.raw.1938","FGP.raw.1939","FGP.raw.1940","FGP.raw.1941","FGP.raw.1942","FGP.raw.1943","FGP.raw.1944","FGP.raw.1945","FGP.raw.1946","FGP.raw.1947","FGP.raw.1948","FGP.raw.1949","FGP.raw.1950","FGP.raw.1951","FGP.raw.1952","FGP.raw.1953","FGP.raw.1954","FGP.raw.1955","FGP.raw.1956","FGP.raw.1957","FGP.raw.1958","FGP.raw.1959","FGP.raw.1960","FGP.raw.1961","FGP.raw.1962","FGP.raw.1963","FGP.raw.1964","FGP.raw.1965","FGP.raw.1966","FGP.raw.1967","FGP.raw.1968","FGP.raw.1969","FGP.raw.1970","FGP.raw.1971","FGP.raw.1972","FGP.raw.1973","FGP.raw.1974","FGP.raw.1975","FGP.raw.1976","FGP.raw.1977","FGP.raw.1978","FGP.raw.1979","FGP.raw.1980","FGP.raw.1981","FGP.raw.1982","FGP.raw.1983","FGP.raw.1984","FGP.raw.1985","FGP.raw.1986","FGP.raw.1987","FGP.raw.1988","FGP.raw.1989","FGP.raw.1990","FGP.raw.1991","FGP.raw.1992","FGP.raw.1993","FGP.raw.1994","FGP.raw.1995","FGP.raw.1996","FGP.raw.1997","FGP.raw.1998","FGP.raw.1999","FGP.raw.2000","FGP.raw.2001","FGP.raw.2002","FGP.raw.2003","FGP.raw.2004","FGP.raw.2005","FGP.raw.2006","FGP.raw.2007","FGP.raw.2008","FGP.raw.2009","FGP.raw.2010","FGP.raw.2011","FGP.raw.2012","FGP.raw.2013","FGP.raw.2014","FGP.raw.2015","FGP.raw.2016","FGP.raw.2017","FGP.raw.2018","FGP.raw.2019","FGP.raw.2020","FGP.raw.2021"
703,"SVK","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0568,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0569,0.0664,0.0928,0.133,0.183,0.24,0.301,0.362,0.421,0.473,0.515,0.55,0.582,0.612,0.64,0.667,0.694,0.723,0.753,0.786,0.823,0.862,0.905,0.949,0.997,1.05,1.1,1.15,1.21,1.27,1.34,1.59,2.18,3.05,4.12,5.34,6.63,7.93,9.19,10.3,11.3,12.1,12.9,13.6,14.4,15.1,15.8,16.6,17.3,18,18.8,19.6,20.3,21.2,22,22.9,23.9,24.9,25.9,27.1,28.3,29.6,31.1,32.7,34.4,36.2,38.1,40,42,44.1,46.2,48.5,51.1,54,57,60,63,65.8,68.4,70.7,80.9,96.7,112,124,130,113,94.4,95.7,96.5,96.8,100,85.9,88.8,95,104,104,107,106,105,108,104,119,60.6,29.1,32.1,56.4,141,152,174,192,227,254,297,348,412,470,525,580,631,1480,1790,1740,1820,1820,1830,2050,1860,2050,1950,1990,1890,2390
705,"SVN","Slovenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0753,0.0753,0.0753,0.0753,0.0753,0.0753,0.0879,0.123,0.176,0.242,0.318,0.398,0.479,0.556,0.625,0.682,0.728,0.77,0.809,0.846,0.882,0.919,0.956,0.996,1.04,1.09,1.14,1.2,1.26,1.32,1.38,1.45,1.53,1.6,1.68,1.77,2.1,2.89,4.03,5.45,7.06,8.77,10.5,12.2,13.7,14.9,16,17,18,19,20,21,21.9,22.9,23.9,24.8,25.9,26.9,28,29.2,30.4,31.7,33.1,34.6,36.1,37.8,39.6,41.6,43.7,46,48.4,50.9,53.6,56.3,59,61.8,64.9,68.4,72.2,76.2,80.3,84.2,88,91.5,94.5,93.3,246,142,176,284,325,381,247,249,324,313,334,455,408,458,490,527,905,784,886,903,750,671,626,557,395,385,358,393,382,375,338,334,400,468,543,575,620,670,639,693,703,757,800,842,868,898,862,813,746,736,877
90,"SLB","Solomon Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
706,"SOM","Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09e-07,1.52e-06,3.15e-06,5.14e-06,7.3e-06,9.46e-06,1.15e-05,1.31e-05,1.42e-05,1.46e-05,1.43e-05,1.34e-05,1.21e-05,1.05e-05,8.7e-06,6.96e-06,5.35e-06,4.03e-06,3.13e-06,2.8e-06,2.86e-06,3.02e-06,3.27e-06,3.6e-06,3.99e-06,4.44e-06,4.92e-06,5.42e-06,5.94e-06,6.46e-06,7e-06,7.61e-06,8.28e-06,9.02e-06,9.83e-06,1.07e-05,1.16e-05,1.26e-05,1.37e-05,1.49e-05,1.61e-05,1.77e-05,1.94e-05,2.13e-05,2.34e-05,2.57e-05,2.82e-05,3.08e-05,3.36e-05,3.66e-05,4e-05,4.42e-05,4.9e-05,5.43e-05,5.99e-05,6.57e-05,7.16e-05,7.73e-05,8.28e-05,8.79e-05,9.27e-05,9.73e-05,0.000102,0.000106,0.000111,0.000116,0.000121,0.000126,0.000131,0.000131,0.000389,0.000971,0.00387,0.00881,0.0183,0.07,0.128,0.197,0.308,0.607,0.714,0.841,0.986,1.21,1.34,1.51,1.67,1.83,1.99,2.15,2.28,2.44,2.6,2.75,2.91,3.06,3.22,3.38,3.53,3.69,3.84
710,"ZAF","South Africa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00181,0.00212,0.00296,0.00423,0.00583,0.00766,0.0096,0.0115,0.0134,0.0151,0.0164,0.0175,0.0186,0.0195,0.0204,0.0213,0.0221,0.023,0.024,0.0251,0.0262,0.0275,0.0288,0.0303,0.0318,0.0334,0.0351,0.0368,0.0387,0.0406,0.0426,0.0507,0.0696,0.0972,0.131,0.17,0.211,0.253,0.293,0.329,0.359,0.385,0.41,0.435,0.459,0.482,0.505,0.528,0.551,0.575,0.599,0.623,0.648,0.674,0.702,0.73,0.76,0.792,0.827,0.863,0.902,0.945,0.992,1.04,1.1,1.15,1.21,1.28,1.34,1.41,1.47,1.55,1.63,1.72,1.82,1.91,2.01,2.1,2.18,2.25,8.78e-08,199,284,256,329,321,329,333,351,383,398,505,600,788,836,850,869,877,872,861,878,744,695,629,564,592,992,1110,1130,1160,1180,1210,1290,1580,1770,1860,2010,2080,2090,2180,2290,2410,2510,2610,2710,2810,2910,3010,3110,3220,3320,3420
410,"KOR","South Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.0641,0.0641,0.0641,0.0641,0.0748,0.104,0.149,0.206,0.27,0.339,0.408,0.473,0.532,0.58,0.619,0.655,0.688,0.72,0.751,0.782,0.814,0.848,0.885,0.926,0.971,1.02,1.07,1.12,1.18,1.24,1.3,1.36,1.43,1.5,5.04,14.5,28.5,45.5,64.1,82.7,100,114,125,129,127,121,111,99.3,86.3,73.2,61.2,51.5,45.2,43.4,44.8,47.2,50.4,54.4,59,64.1,69.5,75.2,81.1,87,93.2,100,108,116,125,134,144,155,166,178,191,206,224,243,263,285,309,333,359,461,545,597,795,941,1050,1380,1570,1790,2080,2240,2240,2240,2430,2970,3060,3360,3650,4130,4520,5110,5590,5890,6340,6740,7560,11100,12600,12300,18200,15400,11500,16200,13900,12400,13100,11300,11300,11600,9090,8570,8940,9350,9940,10800,8290,7300,8350,9670,8380,7750,7750
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.803,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.804,0.939,1.31,1.88,2.59,3.39,4.25,5.12,5.94,6.68,7.28,7.77,8.22,8.64,9.04,9.42,9.81,10.2,10.6,11.1,11.6,12.2,12.8,13.4,14.1,14.8,15.5,16.3,17.1,18,18.9,32.5,68.1,120,184,254,326,393,451,494,517,521,510,488,459,427,394,365,343,332,334,346,362,379,400,422,447,473,500,530,560,592,628,667,709,755,803,853,907,962,1020,1080,1160,1240,1330,1430,1520,1630,1730,1830,2220,2340,2550,2900,3340,3390,3630,3790,3940,4900,6460,6640,6170,6320,6680,6540,6500,5900,6090,7070,6770,6960,7050,6990,6890,7150,7510,7420,8180,6650,6980,7450,7730,8660,9240,9980,10900,11800,12700,12900,13500,13000,12400,12500,12400,8000,7810,7030,5800,4440,3540,4760
144,"LKA","Sri Lanka",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
729,"SDN","Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
