"code","iso","country","PIA.raw.1992","PIA.raw.1993","PIA.raw.1994","PIA.raw.1995","PIA.raw.1996","PIA.raw.1997","PIA.raw.1998","PIA.raw.1999","PIA.raw.2000","PIA.raw.2001","PIA.raw.2002","PIA.raw.2003","PIA.raw.2004","PIA.raw.2005","PIA.raw.2006","PIA.raw.2007","PIA.raw.2008","PIA.raw.2009","PIA.raw.2010","PIA.raw.2011","PIA.raw.2012","PIA.raw.2013","PIA.raw.2014","PIA.raw.2015","PIA.raw.2016","PIA.raw.2017","PIA.raw.2018","PIA.raw.2019","PIA.raw.2020","PIA.raw.2021"
36,"AUS","Australia",0.00121259859680248,0.00120480541660435,0.00118682374974027,0.00143397889316667,0.00142736649784704,0.00154581608951645,0.00154932470744115,0.00156757626799175,0.00162553593717091,0.00165772075928786,0.00173518024731775,0.00171176697001255,0.00161703428604568,0.00151595910044569,0.00165660744783098,0.00161902475198373,0.00159942372300055,0.00177163988931181,0.00163136341713756,0.00170315474296411,0.00201536363063146,0.00295375024193439,0.00347248590741682,0.0032304250073234,0.00237310771210751,0.00297594899765027,0.00343912030042136,0.00251628631280388,0.00237101603603701,0.00279161160976031
40,"AUT","Austria",0.0665688995967108,0.0579165139056199,0.0617189545906877,0.0861711971228548,0.0886328322770998,0.0892543515075333,0.13433893748145,0.129862602349901,0.146793763857609,0.1756210827703,0.164154402136909,0.151249148902739,0.109146458562475,0.14209396113759,0.127889802545435,0.119296775432532,0.129949894376648,0.171963009667928,0.17843631778058,0.134096959506796,0.187775624574451,0.0467850346549346,0.0489917770910805,0.0480141063915222,0.0493374535169958,0.0618341800659928,0.0635520871523595,0.0684369489690812,0.0608041341503867,0.0746346828680668
31,"AZE","Azerbaijan",0.0267189283973978,0.0241971339040864,0.0193313865601514,0.0239552692700312,0.0215117250995024,0.0249511824690822,0.0253424340829951,0.0265161889247339,0.0194594325428865,0.0218460673877552,0.0274409654667098,0.0271386346741408,0.0257407993626156,0.0257905950225681,0.0299129643000686,0.0322711444821074,0.0255416167228053,0.0251484543698148,0.0262387771337652,0.0255178145243778,0.0377735649068643,0.0491981120331212,0.0499130354367257,0.0470568986551615,0.0431372688503249,0.0542488146854515,0.0426677669136294,0.0609072057876784,0.0512290635926146,0.0592532785106829
44,"BHS","Bahamas",0.000980937546358107,0.000984646194926569,0.00101431538347426,0.00108848835484349,0.00111815754339119,0.00117193294763388,0.00115895267764427,0.00125908618899273,0.00129988132324581,0.00129431835039312,0.00126464916184542,0.00129060970182466,0.00124610591900312,0.00127577510755081,0.00129060970182466,0.00131286159323542,0.00126094051327696,0.00123677008314358,0.00119597706690796,0.00123862431115429,0.00142782969885774,0.00129988132324581,0.0012813380804035,0.00126835781041389,0.00114040943480196,0.00119418483904465,0.00121087375760273,0.00118862186619196,0.00100318943776888,0.00121272808188696
48,"BHR","Bahrain",0.602830188679245,0.59811320754717,0.60377358490566,0.637735849056604,0.637735849056604,0.641509433962264,0.605660377358491,0.618867924528302,0.633018867924528,0.632075471698113,0.664150943396226,0.64811320754717,0.64811320754717,0.634905660377359,0.65377358490566,0.664150943396226,0.671698113207547,0.682075471698113,0.700943396226415,0.707547169811321,0.707547169811321,0.718867924528302,0.713207547169811,0.718867924528302,0.716037735849057,0.729245283018868,0.732075471698113,0.734905660377358,0.728301886792453,0.734905660377358
50,"BGD","Bangladesh",0.0115951243153665,0.0120823801012033,0.011454419436034,0.0146489413260653,0.0137083031512682,0.0148521817073234,0.0155035931857148,0.0175333913523823,0.0194850201416429,0.0197768524839622,0.0214679166818663,0.0191749482779286,0.020024388845751,0.0174630389127161,0.0155374665825912,0.0162644417924759,0.0163504281076236,0.0175229687687281,0.0165432459052274,0.0202849534371075,0.024719762781996,0.0266818141549109,0.0285031606484932,0.0362966475759676,0.0303818313521739,0.0474878967747315,0.0555680047526981,0.0600757721831665,0.0676608074375557,0.0790266349125285
52,"BRB","Barbados",0.482630272952854,0.465260545905707,0.449131513647643,0.503722084367246,0.483870967741935,0.522332506203474,0.563275434243176,0.59181141439206,0.595533498759305,0.599255583126551,0.596774193548387,0.609181141439206,0.602977667493797,0.612903225806452,0.609181141439206,0.606699751861042,0.600496277915633,0.594982078853047,0.567502986857826,0.584229390681004,0.606699751861042,0.542183622828784,0.53970223325062,0.533498759305211,0.527295285359802,0.562034739454094,0.566997518610422,0.583126550868486,0.559553349875931,0.566997518610422
112,"BLR","Belarus",0.0364388171555407,0.0195022554237571,0.032087579655839,0.0264251533449486,0.0233746628797823,0.0352111625575789,0.0401874149741044,0.0245605503711306,0.0317802930857538,0.034800949903339,0.0347979665385809,0.0232732284780066,0.0228734576004201,0.0253541253967875,0.0254958352227977,0.025119931263276,0.0258090885223991,0.0368074233458849,0.053030303030303,0.0457085649393342,0.0656787751497649,0.0236476407551493,0.0216502780495955,0.0161907205422564,0.0216860784266928,0.0184446526170076,0.029591995035681,0.0214041504570515,0.0166277834793193,0.0331958996634765
56,"BEL","Belgium",0.405740593280064,0.38463439413493,0.385805943783922,0.418993748684295,0.430507885078302,0.431487227363006,0.438955856375335,0.442022021472308,0.445097339300914,0.447870616985639,0.479850261310488,0.453829045278563,0.421126335154727,0.429308877234411,0.419552065313893,0.418417126591431,0.428915309774202,0.434468364352249,0.469348693924424,0.42773291529193,0.44976523243362,0.376662364882799,0.35683754816625,0.358027403278508,0.357487392112176,0.368983223042917,0.378117649212407,0.365971974335741,0.368434059144952,0.383499455412468
84,"BLZ","Belize",0.00299368000887016,0.00367742173929113,0.00436116346971209,0.00554385186827808,0.00484163063162952,0.00545145433714011,0.00532209779354696,0.00620911409247145,0.0072254869349891,0.00872232693942418,0.00946150718852792,0.0111616217614665,0.00990501533799017,0.00990501533799017,0.00968326126325905,0.0101082899064937,0.0095169457072107,0.0107614817017638,0.0107057227292158,0.0139955021095478,0.0146912074509369,0.0126584617659016,0.0119192815167979,0.0114757733673356,0.0110877037365562,0.0139520272018332,0.0160402114055512,0.0183131906715453,0.0160402114055512,0.0172783383228
