"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022"
372,"IRL","Ireland",5.87797613934757e-07,5.86858033223015e-07,5.67923945159396e-07,5.5881963668168e-07,5.41292176718453e-07,5.0714447436936e-07,4.89347467367647e-07,4.5079241673719e-07,4.31384893253413e-07,3.9748923800347e-07,3.75193881670581e-07,3.67283008905941e-07,3.3782660427287e-07,3.30223161635427e-07,3.06151138687035e-07,2.97180640140002e-07,2.80856403261851e-07,2.62559477496128e-07,2.72785598221826e-07,2.63319815581129e-07,2.56874188223029e-07,2.3787127917608e-07,2.41960876849495e-07,2.38511447848793e-07,2.17801428457411e-07,1.82319322477366e-07,1.85492507390344e-07,1.68548051014132e-07,1.56035495521124e-07,1.419365365713e-07,1.29021302331417e-07,1.19424436640419e-07,1.08242539867669e-07
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",-9999,-9999,-9999,-9999,-9999,3.8537034584823e-07,3.78770867969033e-07,3.84791068250151e-07,3.82575316375334e-07,3.64438094894063e-07,3.62997768136405e-07,3.78597580185342e-07,3.60534851261729e-07,3.7319744752201e-07,3.60647069490603e-07,3.47769831903192e-07,3.37099890846972e-07,3.32842441169375e-07,3.28922306077096e-07,3.10501608394045e-07,3.0564712294928e-07,2.99923782192317e-07,3.10115637376676e-07,2.82275502754227e-07,2.65481222022821e-07,2.70719213948742e-07,2.59762779513484e-07,2.47948706548524e-07,2.39220748137402e-07,2.3210354283476e-07,2.32910507767528e-07,2.15471773102316e-07,2.11629788406882e-07
380,"ITA","Italy",2.51069296645336e-07,2.47649676627962e-07,2.45505473101488e-07,2.44156775668237e-07,2.36247822433394e-07,2.41516778904704e-07,2.36420505445784e-07,2.35279812828391e-07,2.36799972932106e-07,2.35059140896519e-07,2.28423143534065e-07,2.2474083429363e-07,2.26378474270489e-07,2.33886692520625e-07,2.32947164186894e-07,2.31343497271064e-07,2.23580338645879e-07,2.18437440109477e-07,2.15534526365494e-07,2.05690535520908e-07,2.07068055599507e-07,2.00660289636337e-07,1.98966722705335e-07,1.88063906867256e-07,1.79430163438681e-07,1.82336425882023e-07,1.78892610614157e-07,1.73487501790863e-07,1.7071602057032e-07,1.65280837255169e-07,1.65574998652746e-07,1.67832785345922e-07,1.62498592864523e-07
388,"JAM","Jamaica",6.21612573781288e-07,5.98423912044269e-07,5.91655493744981e-07,5.59407455558624e-07,5.60457106685456e-07,5.87285846325176e-07,6.03587912784318e-07,6.21902019113538e-07,6.1921542675191e-07,6.25688344031808e-07,6.33987678897217e-07,6.33813425040151e-07,6.00977675042321e-07,6.05505994631446e-07,5.91346287525229e-07,5.75249339653081e-07,5.65646381500633e-07,5.47336477456607e-07,6.39201320095844e-07,5.59418845182101e-07,5.42486994505054e-07,5.45152363859136e-07,5.39406744828486e-07,5.52243698054138e-07,5.22336471215131e-07,5.18233896747829e-07,5.19732855877493e-07,5.07322872868964e-07,5.03424003163517e-07,5.07518372589584e-07,5.40266765236805e-07,5.1278295745885e-07,5.00251994689735e-07
392,"JPN","Japan",3.14887310647659e-07,3.07303649765715e-07,3.07329127307241e-07,3.06994787733438e-07,3.19226167029992e-07,3.15428103066758e-07,3.08072750407007e-07,3.02725332487225e-07,2.95679873995797e-07,3.02797172543043e-07,2.98225412034405e-07,2.92471149849359e-07,2.97651624294609e-07,2.94945600621404e-07,2.85653477422699e-07,2.82673230658047e-07,2.75145762622794e-07,2.76953721038062e-07,2.65872896884112e-07,2.66298784006744e-07,2.66440184948327e-07,2.76792302210927e-07,2.83538730496328e-07,2.80422301571377e-07,2.68148643791037e-07,2.56625483397022e-07,2.51420652968963e-07,2.45780299408393e-07,2.34991374460015e-07,2.28755239816182e-07,2.27502049471427e-07,2.26722774696296e-07,2.24877202023967e-07
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",4.83031314604961e-07,4.65593326765632e-07,4.83694194901847e-07,4.63276380103363e-07,4.85736965273865e-07,4.663154264456e-07,4.7720119526488e-07,4.76192177209699e-07,4.73668832568366e-07,4.65449950295659e-07,4.71127062085931e-07,4.69432545779288e-07,4.74164860740559e-07,4.76404277425768e-07,4.82801844132546e-07,4.90474063614108e-07,4.62428385686969e-07,4.42610204536422e-07,4.05509846381057e-07,3.86604757437963e-07,3.66068165725963e-07,3.63906552056217e-07,3.87731004539498e-07,3.77851037377598e-07,3.89108354345684e-07,3.74347899846598e-07,3.51647167704829e-07,3.619897931026e-07,3.05533267894175e-07,2.97067939972933e-07,2.92421658094998e-07,2.96177146845498e-07,2.97870577906384e-07
398,"KAZ","Kazakhstan",1.78758659622845e-06,1.94180618343504e-06,1.92310717024454e-06,1.91611712724007e-06,1.87872083639542e-06,1.94261105646503e-06,1.84140304046871e-06,1.77712364501456e-06,1.87578616465493e-06,1.61610122863585e-06,1.69928721248546e-06,1.4286909475725e-06,1.39525798799957e-06,1.34515857152015e-06,1.25013538805725e-06,1.16011559915877e-06,1.10304411767367e-06,1.01819028069654e-06,9.74935093389574e-07,9.44467333334878e-07,9.40807197738586e-07,8.49481393649873e-07,8.23935555875004e-07,8.00836834464427e-07,8.19189948921752e-07,8.21784443884028e-07,8.12473399958378e-07,8.23671922779938e-07,8.28760030022442e-07,7.29140047316049e-07,7.08022164475987e-07,6.88627467441361e-07,6.74520354052109e-07
404,"KEN","Kenya",5.09438332383347e-07,4.81272376269373e-07,4.94815834886848e-07,5.01699251247467e-07,4.96471744581363e-07,4.85874076868184e-07,4.69611072365926e-07,4.53803715054328e-07,4.91098251562302e-07,4.66080771648801e-07,4.37479344041515e-07,4.21207784583426e-07,4.24600365350216e-07,4.35024845125713e-07,4.32806655085195e-07,4.24749104501003e-07,3.87913404051423e-07,4.83051316714761e-07,4.64749734165916e-07,4.49316754188805e-07,4.137470379363e-07,4.11383444721381e-07,4.05192614820238e-07,3.83435356115935e-07,3.73801625130888e-07,3.75324593298677e-07,3.83529157201418e-07,3.52043022801242e-07,3.44635930496984e-07,3.54302892024514e-07,3.58028168874532e-07,3.47539642304888e-07,3.23963778210107e-07
296,"KIR","Kiribati",1.97942668954051e-07,1.99183809195769e-07,2.14166311115348e-07,2.28250241800703e-07,2.25237351960577e-07,2.2831707589936e-07,2.27932802055916e-07,2.2733975847461e-07,2.16921826470349e-07,2.22992106354507e-07,2.29853035785361e-07,2.22255744565799e-07,2.57787665947536e-07,2.67023363588239e-07,2.85458590229803e-07,2.85433084168696e-07,4.48533673526632e-07,4.6834619153432e-07,4.58339074754958e-07,4.01882906400366e-07,4.27298981556857e-07,4.0497831013949e-07,3.71174179848798e-07,3.58705017775837e-07,3.97855857594553e-07,3.80579593099533e-07,4.01177361515717e-07,4.03493416060571e-07,3.94468687113462e-07,4.25691926681786e-07,4.36385356527749e-07,4.1569678275068e-07,4.10887700056701e-07
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",-9999,-9999,3.12803197518051e-07,3.67937995410332e-07,3.78536501376915e-07,3.8065410606898e-07,3.70549470994448e-07,4.09687030971181e-07,3.91203108626243e-07,4.34836944540493e-07,4.36184951690968e-07,4.70559440566425e-07,4.75490997708553e-07,4.2405490995271e-07,4.07308538363138e-07,4.14380596052464e-07,3.94611782985079e-07,3.80205821609137e-07,3.98514712691402e-07,4.47937913962119e-07,4.67496915582813e-07,4.18038229797503e-07,4.4584664457234e-07,4.32311473316856e-07,4.14146613116049e-07,4.32854155067981e-07,4.47606165011752e-07,4.83601164164026e-07,4.86961863993142e-07,4.56488015770504e-07,4.80631251759941e-07,5.03708992978078e-07,4.91439475437213e-07
417,"KGZ","Kyrgyzstan",1.28427609666276e-06,1.2848333444344e-06,1.22810006764647e-06,1.06523059095198e-06,9.69462703375642e-07,8.15736373292591e-07,7.36574245449162e-07,7.25978082228172e-07,6.6845605046067e-07,6.35598010649786e-07,5.84089526755921e-07,5.80500082410037e-07,5.64162747423171e-07,5.41068417837882e-07,5.25126417535916e-07,5.54026789885499e-07,5.51032432855768e-07,6.148192614108e-07,5.6683073560689e-07,5.41611368737896e-07,5.2723971596846e-07,5.69205376354158e-07,6.4426442502346e-07,5.82981188434027e-07,5.83147255706828e-07,5.84947218320454e-07,5.16338795651644e-07,5.21908229633341e-07,5.68649583695031e-07,5.31478227828754e-07,5.84758120922744e-07,5.82827850483519e-07,5.46096886060688e-07
418,"LAO","Laos",1.20987769312004e-06,1.08682327045907e-06,1.04737577074911e-06,9.68956864451217e-07,9.34928060260766e-07,8.71413414868971e-07,8.00698945738291e-07,7.62490639324023e-07,6.91432632280819e-07,6.46087340103874e-07,6.40108604058334e-07,6.24009113921557e-07,5.98362254725986e-07,5.73772386420265e-07,5.61977612663183e-07,5.15545677979468e-07,4.88081872618792e-07,4.7458111609446e-07,4.56219149328299e-07,4.57756035253197e-07,4.55260008270351e-07,4.09252551314724e-07,4.07255349424175e-07,3.98415342937983e-07,3.78272019843233e-07,4.62509336849281e-07,5.57955716803723e-07,5.89713901457282e-07,5.68777479323835e-07,5.70206641048897e-07,5.8621504309679e-07,6.3962049509628e-07,6.24579534182469e-07
428,"LVA","Latvia",-9999,-9999,-9999,-9999,-9999,5.25924018796129e-07,5.14872415427741e-07,4.52205643857251e-07,4.07604313412808e-07,3.69766755688339e-07,3.2956470308421e-07,3.28159772377588e-07,3.05477156944403e-07,2.87059755978258e-07,2.63588797282649e-07,2.41521103194403e-07,2.24990384058049e-07,2.12677034882692e-07,2.1136024280815e-07,2.3173137206238e-07,2.66707197018354e-07,2.42580786492072e-07,2.22874886526157e-07,2.16849294092788e-07,2.11013280297839e-07,2.0384083739295e-07,1.99123235647679e-07,1.93379305477347e-07,1.94492613436453e-07,1.87333506926896e-07,1.80416254401931e-07,1.77391801280293e-07,1.67451417200522e-07
422,"LBN","Lebanon",5.48817622659304e-07,3.75930884028055e-07,3.82488246577783e-07,3.7927838835442e-07,3.70402806482541e-07,3.88190832550455e-07,3.57445825596275e-07,3.73492219914063e-07,3.89577374136565e-07,3.81012551535718e-07,3.54752191211746e-07,3.63796870915139e-07,3.52325046902192e-07,3.83894695628725e-07,3.44034214071051e-07,3.285004702495e-07,2.97949614527931e-07,2.58786608540478e-07,2.86168396950037e-07,3.01786260366302e-07,2.70648001431443e-07,2.7526239293677e-07,2.87287384778103e-07,2.7277794754384e-07,2.7766948042768e-07,2.83947853698192e-07,2.88905398266769e-07,2.95615855001425e-07,3.09158634009931e-07,3.10041298021861e-07,3.69437717342422e-07,4.11968929853432e-07,-9999
426,"LSO","Lesotho",8.85913713295015e-07,8.45813030685388e-07,8.51264045194881e-07,8.17481211558015e-07,7.62497896417886e-07,8.03892857509113e-07,8.12109130400167e-07,8.75877835898451e-07,8.4052830938561e-07,1.13246008705114e-06,1.12043195702084e-06,1.14001357611174e-06,1.13033805797433e-06,1.15985782669513e-06,1.18433360603945e-06,1.24656903929094e-06,1.18561467887951e-06,1.18923301814206e-06,1.09838581439985e-06,1.15894032053159e-06,1.13758929399579e-06,1.00319540091326e-06,9.01973285282613e-07,8.72861641227004e-07,8.87478800987612e-07,8.73064008892849e-07,8.5324760069402e-07,9.04513185366875e-07,9.09089821585204e-07,8.73692158576624e-07,8.86562399108823e-07,9.24285006816574e-07,9.37027487812306e-07
430,"LBR","Liberia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.02543033301084e-07,4.03519723592344e-07,3.96260299579772e-07,5.90613033652771e-07,6.07582725713973e-07,6.19478454999571e-07,6.12770279694499e-07,5.61625010725358e-07,5.23883460590353e-07,5.49181953386848e-07,5.50238838115159e-07,5.37838027737399e-07,5.34437370619478e-07,4.87119852120435e-07,5.46897976253205e-07,5.77375209410989e-07,6.03193776380332e-07,5.80682432102237e-07,6.06631413691606e-07,6.55880941759084e-07,6.86480885285745e-07,6.77972263789887e-07,6.71469818082222e-07
434,"LBY","Libya",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.2421271289752e-07,6.34197683358187e-07,6.30836563896752e-07,6.22658008527636e-07,5.92448893718169e-07,5.80583718464815e-07,5.5064788918897e-07,5.18317708598163e-07,4.62159391130489e-07,4.96986344472832e-07,5.15616403234213e-07,5.22238151930903e-07,6.08136329490754e-07,4.81444124960742e-07,5.68016808948789e-07,6.61568398354007e-07,5.9942555438556e-07,5.54777540472921e-07,4.84111939485079e-07,5.07241612647273e-07,5.86102185836262e-07,6.28892318579566e-07,7.18628941144107e-07,6.24380767183659e-07
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",-9999,-9999,-9999,-9999,-9999,5.81770762659729e-07,5.75983282113263e-07,5.23576884697944e-07,5.05336797563482e-07,4.49203496074765e-07,4.00848450561739e-07,3.9244413880061e-07,3.7452937865399e-07,3.42080145384657e-07,3.33058014626283e-07,3.21554907932131e-07,3.03014702869497e-07,2.96890324568797e-07,2.78027351477292e-07,2.71033949312412e-07,2.79178038536902e-07,2.68951096976029e-07,2.58406615916037e-07,2.36150570731618e-07,2.27049642451876e-07,2.25959831215028e-07,2.20645323035064e-07,2.13228983229066e-07,2.01315381825131e-07,1.95046110036891e-07,1.93927302115452e-07,1.83818767513774e-07,1.77701789753397e-07
442,"LUX","Luxembourg",4.69173345801305e-07,4.52637920727794e-07,4.3784497193773e-07,4.27004853987904e-07,3.82799650571809e-07,3.06686351646176e-07,3.04284658013058e-07,2.70070033420593e-07,2.2905164857505e-07,2.23197329063934e-07,2.22124548992195e-07,2.26916814156732e-07,2.3659701559461e-07,2.41129255621932e-07,2.57769707405432e-07,2.57375128365323e-07,2.39040847349723e-07,2.11042146138736e-07,2.10358987373978e-07,2.06643417670624e-07,2.0965058003698e-07,2.05429089208872e-07,1.98611598508266e-07,1.82912333072643e-07,1.70924491065772e-07,1.59869463717789e-07,1.48742748809241e-07,1.49542839548098e-07,1.52039998157946e-07,1.51140194833081e-07,1.28109389855215e-07,1.26725184845799e-07,1.13954217497706e-07
446,"MAC","Macao",6.72109056903209e-08,6.84826951850142e-08,6.01010169548639e-08,6.20651393168239e-08,6.38506269545294e-08,5.96484258851733e-08,6.80636811005004e-08,7.2012196514629e-08,7.88679374067868e-08,7.89053395084795e-08,7.95278119232835e-08,7.95795265474863e-08,6.62129175777863e-08,6.0158038835446e-08,5.28523234089871e-08,5.21447278890798e-08,4.1099376964047e-08,3.06024448564876e-08,2.50132231931092e-08,3.97454228810702e-08,2.1345238969993e-08,1.8302561987503e-08,1.48914796226512e-08,1.19107278195184e-08,1.54722230044029e-08,2.71071825900844e-08,2.68837955171985e-08,2.63881585607715e-08,2.5616475505521e-08,2.82694523284956e-08,6.21058689096575e-08,5.34827654006035e-08,7.31341058434692e-08
450,"MDG","Madagascar",1.12902549266141e-06,1.21561052796658e-06,1.21349460984088e-06,1.20423967658918e-06,1.21592925001043e-06,1.27335644414353e-06,1.32878622250268e-06,1.34873370510836e-06,1.36782224527058e-06,1.3269532596894e-06,1.25372951698796e-06,1.09047558094957e-06,1.16438534225588e-06,1.06284589340261e-06,9.81192186749846e-07,1.0132540860465e-06,1.03047957015191e-06,9.78132160501462e-07,8.98496365981154e-07,9.43896486203038e-07,9.55648387543267e-07,9.52510686365868e-07,9.56028212381427e-07,9.3174983964935e-07,9.09698079842278e-07,8.9634695702458e-07,8.86686908981021e-07,8.48349657022615e-07,8.09221069348802e-07,7.91065844089198e-07,8.65491548342045e-07,8.19197991352341e-07,8.00405472164977e-07
454,"MWI","Malawi",6.18636649901815e-07,5.88655581426751e-07,6.38976601858638e-07,5.94017255164868e-07,6.21057610352813e-07,5.51493530902482e-07,5.31910902160391e-07,5.16592953921005e-07,5.16843162758309e-07,5.06515950067356e-07,5.15628985593766e-07,5.26766249451407e-07,5.60683457799213e-07,5.57136506696206e-07,5.32913565101687e-07,5.28593496404418e-07,5.25431974030522e-07,5.08606860116078e-07,5.06293611710495e-07,4.75409438713904e-07,4.78130284753004e-07,4.734914813307e-07,4.81398198737225e-07,4.72993200812251e-07,4.71781611420882e-07,4.78085263867135e-07,4.80697445795827e-07,4.91363602240093e-07,5.18649340116292e-07,5.35651852860785e-07,5.44160452922837e-07,5.61550056056796e-07,5.54016527747253e-07
458,"MYS","Malaysia",4.90256033748006e-07,5.02898807525516e-07,4.92203842577531e-07,4.66169165596541e-07,4.58624144252029e-07,4.34916881616276e-07,4.52683513164862e-07,4.86247316981574e-07,4.89761472464917e-07,5.06437384611242e-07,5.08923139659388e-07,5.23101591689594e-07,5.22100779300074e-07,5.30085310985352e-07,5.37038216436898e-07,5.48114750540753e-07,5.17910794764354e-07,5.18972872376402e-07,5.20204859377554e-07,5.06072729680878e-07,5.00625100043017e-07,4.75211143065341e-07,4.81473609468562e-07,4.67807400168751e-07,4.47615455931484e-07,4.3086882183957e-07,4.07842092398636e-07,3.87258007553086e-07,3.74923847406656e-07,3.6935566144211e-07,3.85906338536724e-07,3.81301945814652e-07,3.66654066599056e-07
462,"MDV","Maldives",-9999,-9999,-9999,-9999,-9999,9.01295516968895e-08,1.04739701644115e-07,1.15411152287508e-07,1.09419364169311e-07,1.36834205393887e-07,1.47770179780301e-07,1.61837630062073e-07,1.88931248384344e-07,1.51187519663369e-07,1.81534788327582e-07,1.96044189045363e-07,1.92081759084524e-07,1.85851603136595e-07,1.83601531489811e-07,2.0939203353487e-07,2.07725538812013e-07,2.03241944867937e-07,2.10360058364324e-07,2.10165499121001e-07,2.04923765244872e-07,2.00505771564593e-07,2.08016443368803e-07,2.01024533469017e-07,2.11274776420336e-07,2.261839056372e-07,3.43380744807405e-07,2.50817622595185e-07,2.24852522217404e-07
466,"MLI","Mali",8.70203645055061e-07,7.72436697506662e-07,8.04760843487005e-07,7.9084043954974e-07,7.76313357964807e-07,7.88306318272555e-07,7.80077213489385e-07,7.74083883668625e-07,7.89549661251497e-07,8.01073737365824e-07,8.36970166809043e-07,8.67625253425858e-07,9.89927867110621e-07,1.0526877672185e-06,1.25234708700698e-06,1.3228101461132e-06,1.38352297349296e-06,1.47747883535099e-06,1.59564508644394e-06,1.59629060313532e-06,1.6872050404272e-06,1.66264580325231e-06,1.72774773239149e-06,1.75925234864575e-06,1.69025839982324e-06,1.65765613411396e-06,1.72709982639612e-06,1.66018500328262e-06,1.63308709620894e-06,1.62137769554909e-06,1.73888159185726e-06,1.7554210461698e-06,1.72759817140213e-06
470,"MLT","Malta",4.62136612504711e-07,4.09952735540511e-07,3.96539742131022e-07,4.71963656493311e-07,4.14585840045508e-07,3.62325837669816e-07,3.60421940448263e-07,3.47473427118066e-07,3.26403299072001e-07,3.18268157230626e-07,2.57262611533559e-07,2.86722534448277e-07,2.81285244167481e-07,2.89699810525272e-07,2.81349540692786e-07,2.57167690992364e-07,2.55322188276616e-07,2.50335142960892e-07,2.32227912789444e-07,2.2464541906691e-07,2.182068777096e-07,2.17035193758981e-07,2.20597973845955e-07,1.87183364392031e-07,1.74052473412128e-07,1.2097788523688e-07,1.01473952178364e-07,1.00136739284166e-07,9.49442122378414e-08,9.35590941934119e-08,1.00633276784956e-07,9.09448092452454e-08,8.54790173291245e-08
584,"MHL","Marshall Islands",6.77117347502957e-07,7.03183967167819e-07,6.5725094882322e-07,6.56497956733329e-07,6.22917656524334e-07,5.92871996688716e-07,6.63922910612466e-07,7.11227082841594e-07,7.36234391789227e-07,7.29439256759569e-07,7.83371556678911e-07,7.47498967627955e-07,7.51663247062429e-07,7.46405365746495e-07,7.85412542741118e-07,7.55766152243295e-07,8.03259430102994e-07,8.10647402200114e-07,9.10627611031109e-07,9.15413319539614e-07,9.03670637809778e-07,9.17703223369103e-07,9.17637711913138e-07,9.02622194452602e-07,9.35521766116408e-07,9.19093870524783e-07,9.02384114395322e-07,8.89102497954214e-07,8.77905905540664e-07,8.37994486416911e-07,8.60164162681844e-07,8.72387745856182e-07,8.62916714581513e-07
478,"MRT","Mauritania",4.47592291544862e-07,4.62696258065694e-07,4.6328513732851e-07,4.54322142533515e-07,4.75714161614999e-07,4.48124671847766e-07,4.40240591840796e-07,4.75326240014084e-07,4.71977036084571e-07,4.79071877108541e-07,5.0653016007681e-07,5.37533685783222e-07,5.54197038747156e-07,5.37052678566695e-07,5.22265624674398e-07,4.97250915987847e-07,4.35433480735423e-07,4.5216543367328e-07,4.45035041484311e-07,4.85785249970247e-07,4.87683505580321e-07,4.84771618144085e-07,4.87421034797272e-07,4.50855944996433e-07,4.61283906906588e-07,4.61624456303281e-07,4.75954592240897e-07,4.70455663607647e-07,4.70039579853264e-07,4.56641760993313e-07,4.63974368948595e-07,4.66713265483149e-07,4.59713089030538e-07
480,"MUS","Mauritius",2.29222995167427e-07,2.24852313307966e-07,2.27809429665509e-07,2.2316385719806e-07,2.02923806922555e-07,2.15762318705127e-07,2.10785891012455e-07,2.03114921814771e-07,2.0458386610884e-07,2.15705116163388e-07,2.18581277328785e-07,2.1868479542772e-07,2.19552824825898e-07,2.17356968372857e-07,2.11635067999059e-07,2.29144369051251e-07,2.32961548244767e-07,2.29982457785893e-07,2.23417261282611e-07,2.12483561450342e-07,2.2462891637174e-07,2.12987304339329e-07,2.10846132054062e-07,2.11331238583682e-07,2.1120375349152e-07,2.05335967363521e-07,2.0271582502531e-07,2.03169514945905e-07,1.94455429957912e-07,1.91256588211727e-07,2.1000753345328e-07,2.15224024772484e-07,2.06494857499986e-07
484,"MEX","Mexico",3.67321368501762e-07,3.59609193861402e-07,3.48993138420986e-07,3.42693099897898e-07,3.43069240144444e-07,3.5962234840974e-07,3.5855130090596e-07,3.56925205517826e-07,3.56046016147612e-07,3.33266611259518e-07,3.2225215895264e-07,3.17271941907482e-07,3.26812570892346e-07,3.23543389681621e-07,3.1371513309666e-07,3.16447155892358e-07,3.16565918933159e-07,3.31683277895055e-07,3.67120338911163e-07,3.6999468299372e-07,3.42235709605141e-07,3.29596950560903e-07,3.1025121657928e-07,3.11442354433481e-07,3.07114269602468e-07,2.9969214708644e-07,3.02069456753434e-07,2.99364887663491e-07,2.9664266064205e-07,3.00558502208096e-07,3.07405844697659e-07,3.11602222407146e-07,3.21952805484853e-07
583,"FSM","Micronesia",3.46476161929171e-07,3.3577155723877e-07,3.39008192112705e-07,3.13558121322554e-07,3.27278725234196e-07,4.63289449747099e-07,4.7851765945485e-07,5.30218869042187e-07,5.14661310208231e-07,5.19053753622786e-07,5.03254591268685e-07,5.32459353140704e-07,5.11085990680869e-07,5.32467698753974e-07,5.38664717321381e-07,4.700786898986e-07,4.70460022650367e-07,5.10624456262995e-07,4.62835441898798e-07,5.65248306157029e-07,4.35923323989317e-07,4.67516150896937e-07,4.97459568034123e-07,5.51969008048113e-07,5.64996561730231e-07,5.62306976982848e-07,5.60093063525714e-07,5.45322368992869e-07,5.595114448158e-07,5.87790868319916e-07,6.03816947859449e-07,6.37342944590356e-07,6.44894495521738e-07
498,"MDA","Moldova",-9999,-9999,-9999,-9999,-9999,1.07651790811244e-06,1.13214061794252e-06,1.00817515681483e-06,9.67296081632267e-07,8.43178537360428e-07,7.6381275079716e-07,7.63397732790061e-07,7.02095282034238e-07,6.83361354542464e-07,6.65604812090694e-07,6.38496814654482e-07,5.70028778836642e-07,5.55184461339345e-07,5.34842573132043e-07,5.67220378451496e-07,5.60043760256157e-07,5.4296663583997e-07,5.30099391388778e-07,4.74650542502106e-07,4.59101269410013e-07,4.54642486057472e-07,4.42552644178082e-07,4.20312629823291e-07,4.23248248121122e-07,4.07152853340817e-07,4.40997909939518e-07,4.06874814378662e-07,4.33986086830242e-07
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",2.20985397886938e-06,2.58055068383641e-06,2.64803861017757e-06,2.59614811492881e-06,2.48459165099159e-06,2.4355450556329e-06,2.2554807477339e-06,2.26935511462815e-06,2.24489245673275e-06,2.18697290623397e-06,2.01437911800592e-06,1.6843433200064e-06,1.56820366651669e-06,1.47062236717229e-06,1.38670420619805e-06,1.45957772254482e-06,1.55396423185958e-06,1.53695974088178e-06,1.45816368086893e-06,1.53689290251312e-06,1.31132743337851e-06,1.24366213869445e-06,1.23398856807375e-06,1.19883343438555e-06,1.18106248876673e-06,1.09704100781915e-06,1.17168556006511e-06,1.29193781243875e-06,1.22454232420531e-06,1.24368282359417e-06,1.26787594573583e-06,1.301365225159e-06,1.29214439649772e-06
499,"MNE","Montenegro",-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.49696084969651e-07,5.25195789246925e-07,6.11632441068292e-07,6.41440916546407e-07,5.98002214587622e-07,6.56682142176582e-07,6.02929438007731e-07,5.47421273576728e-07,4.87944887334833e-07,4.84792897291287e-07,4.47813117883329e-07,4.85284119262732e-07,3.18342646065098e-07,4.03048369594939e-07,3.9776672018546e-07,3.72752350530053e-07,3.27798865995973e-07,3.09460873840229e-07,3.17785460915358e-07,2.92946573820195e-07,2.89981611561914e-07,2.97494295641507e-07,2.76278912445993e-07,3.20555277582662e-07,2.78740230130613e-07,2.63332301061081e-07
504,"MAR","Morocco",3.99136517518263e-07,3.81340925905765e-07,3.90954635142693e-07,3.99199646064967e-07,3.80165670657653e-07,4.03356629048193e-07,3.73505378149226e-07,3.88145446159426e-07,3.69673316982194e-07,3.77201221125976e-07,3.79804485028289e-07,3.76639733336148e-07,3.6931589890571e-07,3.45233767662184e-07,3.68024227912146e-07,3.7265479778486e-07,3.57649153913712e-07,3.55242244495497e-07,3.48623390640193e-07,3.33206951941323e-07,3.38994188181876e-07,3.36813621426464e-07,3.41685951699203e-07,3.29200672895233e-07,3.20238904349782e-07,3.17508215527444e-07,3.14033457632488e-07,3.15986951342963e-07,3.16045957254455e-07,3.27613498504829e-07,3.29796312626286e-07,3.34076622982048e-07,3.23456627840483e-07
