"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022"
76,"BRA","Brazil",3.98367668820711e-07,4.10808633395316e-07,4.19540258614087e-07,4.07067764576573e-07,3.97397382040412e-07,3.95042037182951e-07,3.89900130787597e-07,3.90561572367436e-07,3.99406132309903e-07,4.07173675615324e-07,4.04434270494805e-07,4.0856657140651e-07,4.05497492446307e-07,4.13109664616849e-07,4.0704231238735e-07,4.01135196098801e-07,3.88543368780967e-07,3.6728558329296e-07,3.60543685862352e-07,3.5614247268551e-07,3.53132584252872e-07,3.50507414869915e-07,3.53900394823736e-07,3.58608234649187e-07,3.68320890284977e-07,3.74353136827984e-07,3.7848197033345e-07,3.7738885609052e-07,3.60709550160081e-07,3.60204139690067e-07,3.69766525718544e-07,3.77964929634702e-07,3.59250225369471e-07
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",6.04945290870528e-07,4.7825075776755e-07,4.46897644956246e-07,4.71923959917572e-07,4.42570695221259e-07,4.25117277014059e-07,4.21563788805705e-07,4.39425001528908e-07,4.54104515926147e-07,3.99842249321583e-07,4.33708803799702e-07,4.41880664048368e-07,3.9039778960661e-07,3.99713551458635e-07,4.04482714282316e-07,4.02390564208181e-07,4.20852557108224e-07,5.51418180764479e-07,6.48471148570292e-07,5.54222887507928e-07,5.38424725846364e-07,5.90462579974416e-07,5.73825203855662e-07,5.10006016713735e-07,5.60110248648319e-07,4.83742561700004e-07,5.18378004454619e-07,5.85120020243955e-07,5.98988409635038e-07,5.96157406804118e-07,4.880256764216e-07,5.47433278780419e-07,5.54441365834367e-07
100,"BGR","Bulgaria",9.05046476704897e-07,8.08069922383244e-07,8.11349813445459e-07,8.16795340119787e-07,7.59010549783785e-07,7.53952982115391e-07,7.21288706669428e-07,8.02280849479461e-07,7.27690885914433e-07,7.08303390624219e-07,6.66914977222557e-07,6.75085841185367e-07,6.10721224475803e-07,6.30037496292909e-07,5.82881206464949e-07,5.49942947798453e-07,5.20556691345184e-07,5.19349294827388e-07,4.79140316381974e-07,4.28735583404608e-07,4.41441130681274e-07,4.71045031381055e-07,4.31426437952669e-07,3.96194330919116e-07,4.14753985100927e-07,4.20833623080778e-07,3.90384349822446e-07,3.9261290374272e-07,3.54955952031312e-07,3.32209398481835e-07,3.0770283830965e-07,3.21430387147416e-07,3.37658390259293e-07
854,"BFA","Burkina Faso",7.83275338499622e-07,7.51884627405904e-07,7.6909564076252e-07,7.57764107830418e-07,7.69335075391987e-07,7.85612247193023e-07,7.74708526503987e-07,7.92818227487411e-07,7.90762380083287e-07,7.53470143093326e-07,8.01310776395772e-07,7.92119906441522e-07,8.00482850792881e-07,9.20086730056778e-07,9.28150763065107e-07,9.04643293998117e-07,8.87703030226773e-07,8.96087639181651e-07,8.79951732486181e-07,8.74606956609216e-07,8.40012232083272e-07,8.09782086967858e-07,7.96666404569096e-07,7.777644691065e-07,7.85324815210186e-07,7.6396622448827e-07,7.66230920974362e-07,7.43903894587666e-07,7.05588092463198e-07,6.81798279393851e-07,6.84083216942773e-07,6.59228112980297e-07,6.67919515554986e-07
108,"BDI","Burundi",3.90334695214176e-07,3.77934310124311e-07,3.77210218234503e-07,4.02642671029101e-07,4.0725536592222e-07,4.59525862648028e-07,5.07401224828506e-07,5.29161815106733e-07,4.96052210086307e-07,4.27285094015169e-07,4.53591885332091e-07,4.92830629013664e-07,4.75173024538755e-07,4.83154807698323e-07,4.80903711371171e-07,4.81556088728967e-07,4.78458776449301e-07,4.79209620355068e-07,4.75636994358975e-07,4.7827503649562e-07,4.89795040471172e-07,4.84017144139154e-07,4.13397232594815e-07,4.45944583511305e-07,4.28647716947095e-07,4.49180294130017e-07,4.96483487243766e-07,5.29257956585471e-07,5.34075042105243e-07,5.12492472804226e-07,4.9712968826233e-07,4.96302141274053e-07,5.18703841736449e-07
132,"CPV","Cabo Verde",4.62832848786017e-07,4.72944388816011e-07,4.67551745140084e-07,4.4244127745814e-07,3.68876137653812e-07,3.44667577848414e-07,3.13924357119306e-07,2.78326317462112e-07,2.55556268609854e-07,2.4583357406754e-07,2.30281029740226e-07,2.32261132622642e-07,2.43251843453882e-07,2.4941302535612e-07,2.40815406715709e-07,2.76042637503976e-07,2.60295330145644e-07,2.3019188401722e-07,1.97795747684308e-07,2.14453065145312e-07,2.18012554508414e-07,2.25891124197095e-07,1.94693489524637e-07,1.92831508400603e-07,1.90193319717702e-07,1.903599857679e-07,1.95440354109041e-07,1.92430402448831e-07,2.24554734922185e-07,2.14254930013144e-07,2.67719564547494e-07,2.64848632966674e-07,2.31315946717817e-07
116,"KHM","Cambodia",-9999,-9999,-9999,1.18640473638931e-06,1.70846975286829e-06,1.79931433789599e-06,1.72405366934915e-06,1.67587947640014e-06,1.62000336006219e-06,1.52088227622833e-06,1.30957725869585e-06,1.21816647933321e-06,1.16022352871152e-06,1.13809282870379e-06,1.01956211752784e-06,9.55216431726812e-07,9.11530378142065e-07,8.54968041267797e-07,8.28921559829647e-07,8.61437958609753e-07,8.27478785740405e-07,8.13331468727788e-07,7.50707014325897e-07,6.94460662620659e-07,6.59000296286276e-07,6.49546801314961e-07,6.44304108758081e-07,6.36698812362685e-07,6.06574563824066e-07,5.87004694151641e-07,6.07645907837812e-07,6.02237196797423e-07,5.77276473391583e-07
120,"CMR","Cameroon",7.43294480677641e-07,7.48501425160951e-07,8.18697742353437e-07,8.78786587411186e-07,8.36373874202845e-07,8.42188862746849e-07,8.62340543011212e-07,8.12590420359828e-07,8.03518656860188e-07,7.75306904206152e-07,7.95803141778213e-07,7.43416349912906e-07,6.94438848518043e-07,6.96224575683673e-07,6.2171727952213e-07,6.31428902741948e-07,5.82230475748676e-07,5.84923220103503e-07,5.65131456411072e-07,5.68648564929792e-07,5.48865368714343e-07,5.19467660065769e-07,4.97538864310473e-07,4.80739778024166e-07,4.94404172990998e-07,5.1260385867666e-07,5.05978744185492e-07,4.62796953598272e-07,4.52163001351346e-07,4.47228495030217e-07,4.35735695748434e-07,4.23004825371576e-07,4.29497872548217e-07
124,"CAN","Canada",6.24100196473733e-07,6.29727593324834e-07,6.42480194219191e-07,6.28266220103951e-07,6.21724742393926e-07,6.21647584788093e-07,6.32947157559909e-07,6.22003405166915e-07,6.03901874338547e-07,5.85090584328379e-07,5.75651732892173e-07,5.5825978196547e-07,5.46466602760425e-07,5.49618970796791e-07,5.35585287328879e-07,5.16050595693438e-07,4.9840447956094e-07,5.03221785791493e-07,4.87214051001672e-07,4.72944462800549e-07,4.67605080210089e-07,4.58633735841283e-07,4.5420190302693e-07,4.48123659252938e-07,4.33364368037844e-07,4.31822498970005e-07,4.16722817849438e-07,4.08641015075391e-07,4.04608557934112e-07,3.96234110907783e-07,3.79819776145516e-07,3.68376473096614e-07,3.63352346382151e-07
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",5.14372480753473e-06,5.27226426253314e-06,5.65518031012487e-06,5.65629622875166e-06,5.42106799114296e-06,5.09609887980297e-06,5.95088197574763e-06,5.71626476743733e-06,5.99258285441232e-06,5.16579281975727e-06,6.08884522026836e-06,4.85626304333301e-06,4.15262028928067e-06,5.70574354509458e-06,4.75827753491915e-06,4.97720246713397e-06,4.78090691285438e-06,4.70961964486633e-06,4.87460815434497e-06,3.59767785412374e-06,3.84878718161972e-06,3.92991717948547e-06,3.24800634490122e-06,5.43991698390437e-06,5.30711593513516e-06,5.17122564412281e-06,5.37286258495961e-06,4.7378903904558e-06,4.69526152886691e-06,4.20397972188917e-06,4.41954867313203e-06,4.33960583721738e-06,4.28000482328362e-06
148,"TCD","Chad",3.11610023853376e-06,4.22210957823322e-06,4.07883984371585e-06,5.02745497961586e-06,4.43674919568635e-06,4.25697010630464e-06,4.30531702506051e-06,3.90788510392539e-06,3.52373044415578e-06,3.30749122157965e-06,3.1993533729208e-06,3.03927150868237e-06,2.64062468142383e-06,2.30670868811835e-06,1.83787417851775e-06,1.62058041999771e-06,1.60665176620879e-06,1.60176388413821e-06,1.55966971831873e-06,1.49871560157254e-06,1.37452810031477e-06,1.44224860319215e-06,1.37937738982757e-06,1.35262016543589e-06,1.33112588053226e-06,1.39838838649429e-06,1.59932120975068e-06,1.69556292357944e-06,1.75789951057084e-06,1.76176277847434e-06,1.89508903750778e-06,2.02560879583844e-06,1.9705551726907e-06
152,"CHL","Chile",3.84122369782424e-07,3.44513672688469e-07,3.22335653310748e-07,3.18937649264759e-07,3.19291347920579e-07,3.10175164378354e-07,3.18652254124391e-07,3.26648480813296e-07,3.18763352576156e-07,3.32783633238694e-07,3.06814563607411e-07,2.91026826736468e-07,2.86989877246218e-07,2.77946065148324e-07,2.80395513927188e-07,2.68678825017569e-07,2.59297881436054e-07,2.74784666963105e-07,2.65251560784244e-07,2.58715361746823e-07,2.44578015474793e-07,2.52983942037636e-07,2.51915152675438e-07,2.42525733063004e-07,2.29639036251368e-07,2.39194101309166e-07,2.45368284159007e-07,2.43060281035555e-07,2.37010090421924e-07,2.38617231433345e-07,2.41980818492545e-07,2.3305676434167e-07,2.22155392618748e-07
156,"CHN","China",2.2826691842203e-06,2.16980825222916e-06,1.96345592444153e-06,1.80435599659792e-06,1.69100067047053e-06,1.66982998534194e-06,1.59426826629704e-06,1.46560873362427e-06,1.33388775248403e-06,1.2582623388234e-06,1.20129303705537e-06,1.13941703962584e-06,1.12707593305579e-06,1.1818576050657e-06,1.21460063423732e-06,1.21624719482369e-06,1.16309178931292e-06,1.06350594285898e-06,1.01229277423796e-06,9.61903419078773e-07,9.32320514413236e-07,9.31845973552209e-07,8.86099992246612e-07,8.42850416184368e-07,7.97794754506489e-07,7.31023136405247e-07,6.774940630017e-07,6.44770862996861e-07,6.24670159289926e-07,6.08169779214122e-07,6.11994736390372e-07,5.81494095605578e-07,5.6050454461599e-07
170,"COL","Colombia",3.68599130968305e-07,3.69592866488743e-07,3.73512987208958e-07,3.60492850462916e-07,3.44926424232336e-07,3.35991665180338e-07,3.33479039752562e-07,3.38783378649941e-07,3.37129487614016e-07,3.36274920878517e-07,3.34550627463142e-07,3.26399297558026e-07,3.19322365720774e-07,3.18454964069453e-07,3.09288220427726e-07,3.07132448898468e-07,2.96728777585784e-07,2.80673914956611e-07,2.76453954537874e-07,2.83641782061091e-07,2.88307923357456e-07,2.68699358032402e-07,2.63993895704472e-07,2.59481894067605e-07,2.52240507228168e-07,2.52890631936109e-07,2.54915656747326e-07,2.45030177637203e-07,2.51782395856547e-07,2.52528571250702e-07,2.60001600971065e-07,2.47192455373385e-07,2.34174074430348e-07
174,"COM","Comoros",3.19510513738243e-07,3.43119062702678e-07,3.24558197655137e-07,3.24600744124401e-07,3.45566205044488e-07,3.43428258881642e-07,3.57743461806479e-07,3.5332504809758e-07,3.62297080667429e-07,3.68532744910035e-07,3.29501901216581e-07,3.33235360890769e-07,3.33442702427552e-07,3.40738627055315e-07,3.46088152032409e-07,3.42541076918741e-07,3.5908052519862e-07,3.13654146273477e-07,3.20887533104303e-07,3.29575026441701e-07,3.431105789634e-07,3.29252348318367e-07,3.30800907390774e-07,3.35746591752623e-07,3.26442497451924e-07,3.33909032851202e-07,3.40037274495076e-07,3.47603763142177e-07,3.46610273815403e-07,3.53003822858511e-07,3.42106320837682e-07,3.43798086800238e-07,3.55600862034198e-07
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",2.98690657665264e-07,3.03450099233222e-07,2.94336590808738e-07,2.78987810549423e-07,2.93117631504462e-07,2.6070591014686e-07,2.57577691873096e-07,2.51913905984255e-07,2.42563147159697e-07,2.32957787983556e-07,2.19319894872489e-07,2.15963660678253e-07,2.187448774995e-07,2.19398499816517e-07,2.16376632452081e-07,2.01819256272076e-07,1.92290572106365e-07,1.94672997989911e-07,1.91363589426301e-07,1.92081518810981e-07,1.81623887582212e-07,1.78922244977014e-07,1.72268477627013e-07,1.73508813055878e-07,1.6842333455409e-07,1.59608885740936e-07,1.59769704564659e-07,1.55990990445748e-07,1.61489379298779e-07,1.67214673102413e-07,1.57572307946595e-07,1.58772695822935e-07,1.56383345927454e-07
384,"CIV","Cote d'Ivoire",2.82369611898077e-07,2.78628886350391e-07,2.75555412876197e-07,3.0187035810118e-07,2.93944946748784e-07,3.19850377103227e-07,3.24317970918944e-07,2.99401884010565e-07,2.82392417573188e-07,2.73126414690532e-07,2.88577329079022e-07,3.19963023645736e-07,3.40856511164974e-07,3.23887756400761e-07,3.37449046947085e-07,3.67667959528539e-07,3.47370622356365e-07,3.44927901187766e-07,3.25938941100271e-07,2.94945277198436e-07,2.88828420554336e-07,3.25825247044172e-07,3.3516111210516e-07,3.25214877092252e-07,2.94584109538821e-07,2.76380704445455e-07,2.97076064737456e-07,2.705802301717e-07,2.60312984297414e-07,2.507985151483e-07,2.5055442454022e-07,2.37157117415611e-07,2.3418810316809e-07
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,3.24540501809947e-07,3.1250014927351e-07,3.12851434421177e-07,3.06684318160718e-07,3.25344810883374e-07,3.13073219559567e-07,3.17367735743226e-07,3.11934300272287e-07,3.10598439862351e-07,2.98583773781922e-07,2.90375008182404e-07,2.80561324993396e-07,2.80833408370737e-07,2.66845781719661e-07,2.66829079479651e-07,2.66382656227349e-07,2.64390891466768e-07,2.53366471308087e-07,2.41912224905435e-07,2.36410125416081e-07,2.34463289379328e-07,2.28672388135074e-07,2.28872303272307e-07,2.13254571684727e-07,2.08556252314017e-07,2.19797241504734e-07,1.98524277687583e-07,1.8941037774192e-07
192,"CUB","Cuba",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",3.81166793900888e-07,4.12963332575854e-07,4.05270761509711e-07,4.19945935833437e-07,4.11435712482985e-07,3.7499439147888e-07,3.90222970450774e-07,3.85279767410354e-07,3.78412340044939e-07,3.73377170338993e-07,3.64177950828078e-07,3.48157987482001e-07,3.45035234357108e-07,3.51872229770442e-07,3.42747161828549e-07,3.32148568847618e-07,3.25759455908106e-07,3.20631282389516e-07,3.16573032851422e-07,3.15303100858849e-07,2.97707998133883e-07,2.87268453249603e-07,2.79929808280005e-07,2.7510766038768e-07,2.93391182801597e-07,2.85397835450037e-07,2.82045327342979e-07,2.72151786259002e-07,2.53531035547719e-07,2.42023483008327e-07,2.42032118795057e-07,2.31541266257563e-07,2.28955537361072e-07
203,"CZE","Czech Republic",8.12444737877435e-07,8.37684300800121e-07,8.15761125294722e-07,7.82072698809761e-07,7.21715695672717e-07,6.73589962896257e-07,6.58116322931981e-07,6.43446040473463e-07,6.21866987421162e-07,5.72663013321253e-07,5.8808956293952e-07,5.69768945046415e-07,5.47409996932553e-07,5.41415990179475e-07,5.17179530685938e-07,4.80346703813507e-07,4.54033056427091e-07,4.32594436318695e-07,4.08464478887846e-07,4.00573334214653e-07,3.97845994302699e-07,3.8742248107175e-07,3.78963020800548e-07,3.6574103175017e-07,3.50188708116467e-07,3.3675788484373e-07,3.33458149248724e-07,3.19000024655828e-07,3.03491987938584e-07,2.82209759224726e-07,2.73688619404088e-07,2.7674407105512e-07,2.73165703602089e-07
180,"COD","Dem. Rep. Congo",1.00048138614628e-06,1.07644968255251e-06,1.2036912056654e-06,1.38904232043039e-06,1.45775134981879e-06,1.52197319527166e-06,1.3712576925934e-06,1.48884601286587e-06,1.64078159469647e-06,1.68930123487771e-06,1.81682768994664e-06,1.82681481205101e-06,1.77245220643103e-06,1.69734519631902e-06,1.67361011168044e-06,1.56614440263578e-06,1.51416772189025e-06,1.33513033077561e-06,1.31617955694434e-06,1.26831929680432e-06,1.25542526947633e-06,1.15413961183489e-06,1.17267355070932e-06,1.16154310010684e-06,1.09412570758784e-06,1.01398066048956e-06,9.84642210435213e-07,9.96817018443897e-07,9.30851365239802e-07,9.16179357070087e-07,9.06615233685765e-07,8.66634634363672e-07,8.28639265792515e-07
208,"DNK","Denmark",3.57941766699791e-07,4.05080398967923e-07,3.68822519294092e-07,3.78724770751476e-07,3.77755320031577e-07,3.5383009649986e-07,4.01069382527821e-07,3.4840594901901e-07,3.24632715281375e-07,3.0504624635067e-07,2.77931012775343e-07,2.82622546159441e-07,2.78977024250437e-07,2.97355414996679e-07,2.67592925843257e-07,2.46237321336403e-07,2.63421799877454e-07,2.45552830661361e-07,2.34477788411475e-07,2.36605237341689e-07,2.3326016420437e-07,2.12061982439156e-07,1.9563887940365e-07,1.99632883024833e-07,1.82255015579249e-07,1.68792615375622e-07,1.70149220898942e-07,1.5909652784789e-07,1.556018737035e-07,1.41956010343293e-07,1.37319573686022e-07,1.338685613128e-07,1.26729292446077e-07
262,"DJI","Djibouti",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.91514914383563e-07,3.13058181373857e-07,3.08751690404958e-07,2.78977292518435e-07,2.62907497322049e-07,2.60517693420925e-07,2.49065951987174e-07,2.40703513352094e-07,2.44874722618728e-07,2.41687802617787e-07
212,"DMA","Dominica",1.96935163983174e-07,1.95057669011575e-07,1.90145590131195e-07,2.24654244566683e-07,2.42890504471556e-07,2.6909993219319e-07,2.62028687955234e-07,2.71737302070153e-07,2.22199041098639e-07,2.76773548344228e-07,3.1484906482571e-07,3.29765226467018e-07,3.23221960785758e-07,3.04841316838528e-07,2.83684655693055e-07,2.99609337188608e-07,3.14565268138427e-07,3.07706987794609e-07,2.76194567691274e-07,2.86251114120261e-07,2.88398845290128e-07,3.11136474558728e-07,3.10900210901099e-07,3.17970833841092e-07,3.07903468284962e-07,3.23916506620544e-07,3.11433006725947e-07,3.19521105699268e-07,3.12916510207707e-07,3.05057570223066e-07,3.46205894278824e-07,3.22283704871628e-07,3.01886220954711e-07
214,"DOM","Dominican Republic",3.2833362580189e-07,3.75074827802757e-07,3.74514837978612e-07,3.89775685914417e-07,4.16164803532373e-07,4.45560092657885e-07,4.2725104503491e-07,3.93924629865957e-07,3.56831566106953e-07,3.48123750386187e-07,3.58422370620701e-07,3.50515570847225e-07,3.58757184079583e-07,3.57125449456997e-07,3.16523972438635e-07,2.86446612099366e-07,2.72827173944813e-07,2.64763494081613e-07,2.55862985575436e-07,2.49607762760098e-07,2.33347878180783e-07,2.44353777539439e-07,2.52543362857178e-07,2.4971605237661e-07,2.47657491854704e-07,2.54159849459494e-07,2.48346852792282e-07,2.37042876474246e-07,2.27990676690861e-07,2.22378861211967e-07,2.27750562160931e-07,2.0736163338759e-07,1.99467125445168e-07
218,"ECU","Ecuador",4.27181349342622e-07,4.12277970400548e-07,4.9427795218256e-07,5.17468687604667e-07,3.62564054712702e-07,4.7288515425111e-07,4.84260555676108e-07,4.00221680922439e-07,4.14757438775747e-07,4.15149672318131e-07,3.77795372965787e-07,4.0904193379731e-07,4.0400679549617e-07,4.10734729273455e-07,4.02239376522533e-07,3.86531449746436e-07,3.64380667721237e-07,3.81007451413285e-07,3.31730159925258e-07,3.5393258459555e-07,3.57729720980311e-07,3.56289862877123e-07,3.38737743042564e-07,3.28050830500303e-07,3.25353534714284e-07,3.10213975791834e-07,3.16326005191262e-07,3.11769411311146e-07,3.07982707484041e-07,3.05167384892244e-07,2.96348976102952e-07,3.23744889301691e-07,3.27299231927005e-07
818,"EGY","Egypt",3.81384567278957e-07,3.9230275052825e-07,3.79437584850733e-07,4.02352070716134e-07,3.67317056915782e-07,3.81364755458433e-07,3.63897620243686e-07,3.72230871564141e-07,3.75007636565761e-07,3.66113370553494e-07,3.72617441909966e-07,3.44708249241358e-07,3.46968981676259e-07,3.72327312331862e-07,3.71106835424069e-07,3.86149297739112e-07,3.8166328183531e-07,3.72703255023442e-07,3.64287755634175e-07,3.55814123493563e-07,3.39752554902431e-07,3.53469780173136e-07,3.44029015179455e-07,3.39148131154958e-07,3.47034280483045e-07,3.30716968540661e-07,3.34852588774685e-07,3.39041742358716e-07,3.16374758299209e-07,2.86199459936101e-07,2.72850487067198e-07,2.79454827885369e-07,2.79470864204209e-07
222,"SLV","El Salvador",3.72855923132259e-07,3.98526567667248e-07,3.81090668067046e-07,3.76899559659609e-07,3.76671877828907e-07,3.51198625450734e-07,3.53222166830577e-07,3.67304784190196e-07,3.41242367545885e-07,3.31674724219905e-07,3.03779339727987e-07,3.14004424115485e-07,3.12404310343063e-07,3.08985247840091e-07,3.04284052331521e-07,2.97726646572629e-07,2.9804709568468e-07,2.9413760218934e-07,2.75270083499716e-07,2.75370856963966e-07,2.66360284177697e-07,2.5363263387274e-07,2.5038177766885e-07,2.31840987263443e-07,2.30977475109993e-07,2.35186057338555e-07,2.25649490557486e-07,2.0880378842428e-07,2.2637326267163e-07,2.31673651399742e-07,2.27510145936354e-07,2.21499534150361e-07,2.17941888917789e-07
226,"GNQ","Equatorial Guinea",6.26902058250635e-07,2.36656096220199e-06,3.11270320790614e-06,4.07396982069893e-06,3.57797490648021e-06,8.52338265275199e-06,4.89290297733347e-06,2.31954835692451e-06,2.24485973917589e-06,1.94666108111542e-06,1.88260865564043e-06,1.36536110111457e-06,1.14600909623112e-06,1.16253499251874e-06,8.85184152273289e-07,8.03236180825183e-07,8.00124248482108e-07,6.74444745584369e-07,6.12856726727971e-07,5.4931729533687e-07,6.23157184371489e-07,6.00608477507748e-07,5.46551284506153e-07,5.4251039031845e-07,5.27180583642577e-07,5.20837187833308e-07,5.31891326496785e-07,5.22414323141678e-07,6.07075668931074e-07,6.2349722829044e-07,6.51144212721477e-07,5.45412749187942e-07,5.51775670562265e-07
232,"ERI","Eritrea",-9999,-9999,1.66117425824025e-06,1.29514063325967e-06,1.11020202542905e-06,1.16937179936822e-06,1.24986899274903e-06,1.30608766222653e-06,1.282717696695e-06,1.35130058908154e-06,1.5861477320488e-06,1.3786108955773e-06,1.3279203089382e-06,1.40449133740307e-06,1.38960491377973e-06,1.38268228341445e-06,1.35475902538582e-06,1.41877257383979e-06,1.76481628971417e-06,1.58255136683286e-06,1.40295372034143e-06,1.17500313925805e-06,1.17550685316555e-06,1.32232104658718e-06,1.01566790952494e-06,1.28175524215424e-06,1.20169897760522e-06,1.33927304199288e-06,1.1879603686371e-06,1.14905136174325e-06,-9999,-9999,-9999
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,1.09812844245918e-06,1.09135427593787e-06,9.5472183511641e-07,8.36231751512471e-07,7.88445991576506e-07,7.03340357589083e-07,6.79977621279024e-07,6.16377983037033e-07,6.37077404173295e-07,5.98445857815284e-07,5.41114235802735e-07,4.75029224607398e-07,5.26760615251722e-07,5.0265325636368e-07,4.87389991512584e-07,6.09865104660034e-07,5.68273370847725e-07,5.20969521347496e-07,5.62666131037604e-07,5.24017422695376e-07,4.39557399461259e-07,4.65653141460292e-07,4.68070259444497e-07,4.33429971445813e-07,3.02516785759341e-07,2.39121067255211e-07,2.44403032819674e-07,2.52926198851772e-07
748,"SWZ","Eswatini",6.36159119302151e-07,6.3171935173504e-07,6.14021608750167e-07,5.29007160263424e-07,6.09705469247284e-07,5.83120981824707e-07,5.15419186616844e-07,5.57370665580555e-07,5.38834104516067e-07,5.4726836135617e-07,5.20820029906987e-07,4.81716068826962e-07,4.72695193472547e-07,4.49557540366705e-07,4.38960343663552e-07,4.18831472726688e-07,3.81835469777955e-07,3.83481283625712e-07,3.71443877420064e-07,3.57077332160668e-07,3.27241016207572e-07,3.18258450059569e-07,3.23731008766911e-07,3.48924506275375e-07,2.77958085685321e-07,2.77184941287486e-07,3.01372092791269e-07,2.71289459013503e-07,2.72562256596329e-07,2.55254057089998e-07,2.338407735049e-07,2.27590823710944e-07,2.28444897021929e-07
231,"ETH","Ethiopia",1.47682692366655e-06,1.64244338017157e-06,1.7533488488029e-06,1.55904035649201e-06,1.48376716884102e-06,1.3986814563024e-06,1.30490585777705e-06,1.82876985288925e-06,1.91619464060885e-06,1.82909918358049e-06,1.68535244817124e-06,1.63070093413749e-06,1.77038595150728e-06,1.80299520526337e-06,1.63669355708555e-06,1.20314139540945e-06,1.16522078520984e-06,1.15185350707993e-06,1.08617687405184e-06,1.03432011652219e-06,9.77912127534202e-07,8.69060416033028e-07,8.2861510615464e-07,7.55354447940485e-07,7.22961943138258e-07,6.68410298867568e-07,6.36740633369713e-07,6.00070730485506e-07,5.71928970798817e-07,5.60331218121495e-07,5.46249641095237e-07,5.27850818112397e-07,5.04172985374756e-07
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",2.80792363310602e-07,2.64960442826894e-07,2.626839428367e-07,2.63998244202417e-07,2.53925535135722e-07,2.55542734353192e-07,2.55798115838635e-07,2.56918910565988e-07,2.48014252115807e-07,2.29007511646707e-07,2.4183621800036e-07,2.68795217245635e-07,2.31014507238628e-07,2.51842684509466e-07,2.84817606285217e-07,2.48615256870279e-07,2.62378181014496e-07,2.55032567536834e-07,2.5607007845231e-07,2.59652049770624e-07,2.66078221722298e-07,2.56249273857421e-07,2.49868189306271e-07,2.79548383771522e-07,2.81368778281383e-07,3.41241613841367e-07,3.18008859635704e-07,3.08333883114035e-07,3.08175426473314e-07,3.35325837764396e-07,4.03322337395369e-07,4.39140313881637e-07,3.71497469260079e-07
